rp_c,LP_stage,HP_stage,pressure,temp,enthalpy,fi,cpa,tci_hp,t_clp_ex
173.0,0,4,19.68548354223377,383.78352052860856,96.54063694096689,0.2903972218103581,1.0121657674795221,339.44862127814713,630.990808520981
173.0,0,5,22.568558598118724,399.81315559406045,112.78006830027473,0.332091003578084,1.0140389801621965,339.44862127814713,630.990808520981
173.0,0,6,25.873879912777713,416.51230664075524,129.73126383996012,0.3738981214386511,1.0161784029468943,339.44862127814713,630.990808520981
173.0,0,7,29.663288367766956,433.90893760220166,147.4302040778887,0.4158340783980704,1.018609736003118,339.44862127814713,630.990808520981
173.0,0,8,34.00768186895534,452.0321803923588,165.9153211600435,0.45791600645002334,1.021360807189621,339.44862127814713,630.990808520981
173.0,0,9,38.988341810302686,470.91238368912826,185.22773149134622,0.5001628265511984,1.0244617261152493,339.44862127814713,630.990808520981
173.0,0,10,44.698453807421814,490.58116375540544,205.41149474673912,0.5425954241946251,1.0279450469662768,339.44862127814713,630.990808520981
173.0,0,11,51.244851153076276,511.0714573827933,226.5139023541902,0.5852368421333903,1.0318459402436502,339.44862127814713,630.990808520981
173.0,0,12,58.750013613779885,532.4175770466368,248.58579888643766,0.6281124919671465,1.036202373485503,339.44862127814713,630.990808520981
173.0,0,13,67.3543589639663,554.6552683647388,271.68194017737454,0.6712503864810366,1.0410553009658847,339.44862127814713,630.990808520981
173.0,0,14,77.21887013116812,577.8217699559772,295.8613923943117,0.7146813948230041,1.046448862257093,339.44862127814713,630.990808520981
173.0,0,15,88.52810710475624,601.9558757990585,316.6585971540347,0.7396282924636817,1.051311627567653,339.44862127814713,630.990808520981
173.0,0,16,101.49365995952104,627.0980001958358,343.17195735330074,0.7827777552454723,1.0577519816840422,339.44862127814713,630.990808520981
173.0,0,17,116.35810759841104,653.2902454479729,370.9636511515787,0.8261942439692649,1.064362688824825,339.44862127814713,630.990808520981
173.0,0,18,133.39955628049356,680.5764723602873,400.09881286565513,0.869884660266048,1.0711401666424603,339.44862127814713,630.990808520981
173.0,0,19,152.93684284768804,709.0023736888327,430.64585907648404,0.913855731985835,1.0780794724076208,339.44862127814713,630.990808520981
173.0,0,20,175.33549999999966,738.6155506567164,462.6766039236741,0.9581139535419377,1.0851741039534741,339.44862127814713,630.990808520981
174.0,1,0,1.1696642929730376,300.97887826477165,13.044118244588368,0.04441078297382405,1.005350020833009,339.5281868207314,631.5212454715424
174.0,2,0,1.3498910293597592,314.3898284220179,26.53187103962662,0.08837767168421354,1.0061247082702853,339.5281868207314,631.5212454715424
174.0,3,0,1.5578878504654452,328.39834072434576,40.632648682296384,0.13239929132265837,1.007070816258976,339.5281868207314,631.5212454715424
174.0,4,0,1.7979336863798228,343.0310412133889,55.37695087277031,0.17648594379436736,1.0082075960711887,339.5281868207314,631.5212454715424
174.0,5,0,2.074966782527738,358.3157423280435,70.7972041083851,0.22064914637618027,1.0095560947569722,339.5281868207314,631.5212454715424
174.0,6,0,2.3946862897166703,374.28149576769454,86.92793538781902,0.26490176036230395,1.0111393038473269,339.5281868207314,631.5212454715424
174.0,7,0,2.7636695076010613,390.95864771090993,103.8059661964133,0.3092581330092099,1.0129823185983078,339.5281868207314,631.5212454715424
174.0,8,0,3.189507193506994,408.37889649455724,121.47062935590705,0.35373425417071974,1.0151125082753338,339.5281868207314,631.5212454715424
174.0,9,0,3.680959720203034,426.5753528629733,139.9640116465327,0.3983479291642655,1.0175596979560133,339.5281868207314,631.5212454715424
174.0,10,0,4.248137295109533,445.5826029017036,159.33122547204366,0.4431189695760996,1.020356362297757,339.5281868207314,631.5212454715424
174.0,11,0,4.902707948432841,465.43677377542843,179.62071324258082,0.48806940389881565,1.0235378316708412,339.5281868207314,631.5212454715424
174.0,12,0,5.6581375689758175,486.17560239502586,200.88458860032904,0.5332237101011352,1.0271425109956767,339.5281868207314,631.5212454715424
174.0,13,0,6.529966925663819,507.83850714428587,223.1790191128533,0.5786090724600077,1.0312121115416528,339.5281868207314,631.5212454715424
174.0,14,0,7.5361313736989555,530.4666628026077,246.56465561316855,0.6242556652414387,1.0357918958403438,339.5281868207314,631.5212454715424
174.0,15,0,8.697329822367553,554.1030788060865,271.1071139784166,0.6701969661022508,1.0409309357337613,339.5281868207314,631.5212454715424
174.0,16,0,10.037450554941154,578.7926809957393,296.8775158149058,0.7164701024037066,1.0466823834137005,339.5281868207314,631.5212454715424
174.0,17,0,11.584062660677917,604.582397008251,319.4207786569717,0.7442069872025536,1.0519887130161032,339.5281868207314,631.5212454715424
174.0,18,0,13.36898318870962,631.5212454715424,347.8531393024902,0.7902163802730963,1.0588754933792726,339.5281868207314,631.5212454715424
174.0,0,1,13.101603524935427,339.5281868207314,51.84584871520596,0.16609944403798643,1.007921699869233,339.5281868207314,631.5212454715424
174.0,0,2,15.02270228677673,353.72400798340027,66.16256451560822,0.20757433265887945,1.009133753648938,339.5281868207314,631.5212454715424
174.0,0,3,17.225493319775836,368.51336260309813,81.09726704672694,0.24912465335515943,1.0105468055513043,339.5281868207314,631.5212454715424
174.0,0,4,19.75128139035402,383.92106657181,96.67985744669292,0.2907618896279489,1.0121810857608455,339.5281868207314,631.5212454715424
174.0,0,5,22.647427816367568,399.9729733447582,112.94213136622369,0.33249876006609735,1.0140585483090963,339.5281868207314,631.5212454715424
174.0,0,6,25.968238544161927,416.69601732137227,129.91794902073383,0.37434934017079363,1.016203000899281,339.5281868207314,631.5212454715424
174.0,0,7,29.7759824450853,434.11825904003655,147.6434242479837,0.4163291960152043,1.0186402428394892,339.5281868207314,631.5212454715424
174.0,0,8,34.142058925646765,452.26893226244965,166.1571348257634,0.4584555309075194,1.021398211358071,339.5281868207314,631.5212454715424
174.0,0,9,39.14833674529984,471.1784930266016,185.5003565638252,0.500747346344962,1.0245071365423928,339.5281868207314,631.5212454715424
174.0,0,10,44.88868914616464,490.8786707506769,205.7173239712415,0.5432256186781456,1.0279997050993452,339.5281868207314,631.5212454715424
174.0,0,11,51.47075408006752,511.40252147363475,226.8555206168622,0.5859134930510677,1.031911233081288,339.5281868207314,631.5212454715424
174.0,0,12,59.01795253910066,532.7844833218002,248.96600264892695,0.6288364963435507,1.036279847652291,339.5281868207314,631.5212454715424
174.0,0,13,67.6718028356302,555.0604342945381,272.103759322531,0.6720227710218579,1.0411466778841916,339.5281868207314,631.5212454715424
174.0,0,14,77.59457422706097,578.2677524659715,296.3281148029116,0.715503332001447,1.0465560544672905,339.5281868207314,631.5212454715424
174.0,0,15,88.97232964375486,602.4453787037593,317.1732481184666,0.7404829096216404,1.0514378907216955,339.5281868207314,631.5212454715424
174.0,0,16,102.0184145746142,627.6338820101737,343.7388238758002,0.7836813212738913,1.0578882495544837,339.5281868207314,631.5212454715424
174.0,0,17,116.9774575307908,653.875527595117,371.58664647176664,0.8271474441956894,1.0645092432078667,339.5281868207314,631.5212454715424
174.0,0,18,134.12995710063663,681.2143477952998,400.7821169097608,0.8708881977787759,1.071297251179964,339.5281868207314,631.5212454715424
174.0,0,19,153.79754160824598,709.6962159585817,431.39393433614674,0.9149103257033091,1.07824728295587,339.5281868207314,631.5212454715424
174.0,0,20,176.34899999999988,739.368923417448,463.49421176151685,0.959220335796367,1.0853527774015501,339.5281868207314,631.5212454715424
175.0,1,0,1.1698505012818492,300.99284604135,13.058160756971859,0.04445756133757671,1.0053507607407284,339.6073483751373,632.048989167582
175.0,2,0,1.3503208636895843,314.41900939845846,26.561230774201075,0.0884713348421726,1.0061265339707506,339.6073483751373,632.048989167582
175.0,3,0,1.5586320071816473,328.4440636091622,40.67869495269951,0.13253997682868535,1.0070741324689076,339.6073483751373,632.048989167582
175.0,4,0,1.799078870168115,343.0947229510235,55.4411554709262,0.17667382525307926,1.008212873695997,339.6073483751373,632.048989167582
175.0,5,0,2.0766189621230904,358.3988933254566,70.88115005576117,0.22088443902341953,1.0095638790138104,339.6073483751373,632.048989167582
175.0,6,0,2.396974577021303,374.3857254116033,87.0333266857608,0.26518472737975457,1.0111502232200926,339.6073483751373,632.048989167582
175.0,7,0,2.766750775025377,391.0856701912051,103.93463871602563,0.309589092664069,1.0129970946942581,339.6073483751373,632.048989167582
175.0,8,0,3.193571564958442,408.53053695023107,121.62456302876296,0.35411358788242103,1.0151319666566392,339.6073483751373,632.048989167582
175.0,9,0,3.6862370953587495,426.7535538677412,140.14534414127945,0.3987760906127227,1.017584780022979,339.6073483751373,632.048989167582
175.0,10,0,4.254905095065792,445.7894313073922,159.54226756911964,0.4435964949799319,1.02038813830351,339.6073483751373,632.048989167582
175.0,11,0,4.911300304261874,465.6744279321402,179.86396615018958,0.4885969236077698,1.02357751494983,339.6073483751373,632.048989167582
175.0,12,0,5.668956213997485,486.4464197680725,201.16276349001143,0.5338019616646124,1.0271914734902052,339.6073483751373,632.048989167582
175.0,13,0,6.543494098361925,508.14497234891843,223.49505919296922,0.5792389153535134,1.0312719007116378,339.6073483751373,632.048989167582
175.0,14,0,7.552945092356703,530.8114160786564,246.9217611039212,0.6249380974551796,1.0358642530412836,339.6073483751373,632.048989167582
175.0,15,0,8.718121956041214,554.4889249557646,271.5087704033304,0.6709331428213122,1.0410178161462182,339.6073483751373,632.048989167582
175.0,16,0,10.063048189946826,579.2225988090654,297.32752608157216,0.7172613570376392,1.0467859776040422,339.6073483751373,632.048989167582
175.0,17,0,11.615453349218251,605.0595492018035,319.92276666578334,0.745036965085786,1.0521116105282848,339.6073483751373,632.048989167582
175.0,18,0,13.407344768819835,632.048989167582,348.41198944942477,0.7911009376315911,1.0590093490353285,339.6073483751373,632.048989167582
175.0,0,1,13.139197873443438,339.6073483751373,51.92563763792388,0.16633530553526682,1.0079280653194933,339.6073483751373,632.048989167582
175.0,0,2,15.068081329386395,353.82100879787436,66.26045176780447,0.20785221115764604,1.0091425228422823,339.6073483751373,632.048989167582
175.0,0,3,17.2801321005983,368.629556650402,81.21468729197227,0.2494447735343869,1.0105585122140897,339.6073483751373,632.048989167582
175.0,0,4,19.81692020946157,384.0578898860691,96.81834851643762,0.29112451927174565,1.0121963365525115,339.6073483751373,632.048989167582
175.0,0,5,22.726118313329874,400.1319485176967,113.10334312097508,0.3329042159266291,1.0140780307211998,339.6073483751373,632.048989167582
175.0,0,6,26.062397594197115,416.8787582311199,130.10365321427076,0.3747979945366039,1.0162274918723735,339.6073483751373,632.048989167582
